epoch,step,loss
0,0,0.013532308861613274
0,1,0.0
0,2,0.0
0,3,0.2501130700111389
0,4,0.12840309739112854
0,5,0.343840092420578
0,6,0.3713729679584503
0,7,0.16931362450122833
0,8,0.07128658890724182
0,9,0.06176812946796417
0,10,0.0
0,11,0.09318184852600098
0,12,0.4891229569911957
0,13,0.06954929232597351
0,14,0.029719486832618713
0,15,0.0249783992767334
0,16,0.02216683328151703
0,17,0.018978670239448547
0,18,0.016582965850830078
0,19,0.3761965334415436
0,20,0.013716652989387512
0,21,0.0
0,22,0.43092232942581177
0,23,0.01161608099937439
0,24,0.44083476066589355
0,25,0.01134057343006134
0,26,0.022678136825561523
0,27,0.4386800229549408
0,28,0.23921725153923035
0,29,0.011022359132766724
0,30,0.0
0,31,0.0
0,32,0.011492952704429626
0,33,0.011118873953819275
0,34,0.0
0,35,0.02123144268989563
0,36,0.0
0,37,0.4201565384864807
0,38,0.009654134511947632
0,39,0.354591429233551
0,40,0.4189247488975525
0,41,0.0
0,42,0.0
0,43,0.011080816388130188
0,44,0.012108907103538513
0,45,0.011897698044776917
0,46,0.0
0,47,0.023487061262130737
0,48,0.010908156633377075
0,49,0.010678306221961975
0,50,0.009513989090919495
0,51,0.00901252031326294
0,52,0.0
0,53,0.0
0,54,0.0
0,55,0.0
0,56,0.0
0,57,0.36622992157936096
0,58,0.005588546395301819
0,59,0.4375990331172943
0,60,0.005268767476081848
0,61,0.005194351077079773
0,62,0.0
0,63,0.010056853294372559
0,64,0.004629895091056824
0,65,0.004425793886184692
0,66,0.004271700978279114
0,67,0.4352436661720276
0,68,0.011187583208084106
0,69,0.2492552399635315
0,70,0.006914272904396057
0,71,0.002914518117904663
0,72,0.005693092942237854
0,73,0.252379834651947
0,74,0.36546826362609863
0,75,0.0021613240242004395
0,76,0.0049778372049331665
0,77,0.0021217316389083862
0,78,0.43803632259368896
0,79,0.0036145001649856567
0,80,0.004101857542991638
0,81,0.0
0,82,0.2504591941833496
0,83,0.3616880774497986
0,84,0.0018994510173797607
0,85,0.0
0,86,0.0019610077142715454
0,87,0.0022293180227279663
0,88,0.0
0,89,0.005691856145858765
0,90,0.0
0,91,0.0
0,92,0.0
0,93,0.0
0,94,0.0
0,95,0.0
0,96,0.0021035969257354736
0,97,0.003714144229888916
0,98,0.0
0,99,0.0019131302833557129
0,100,0.4404793381690979
0,101,0.0013552308082580566
0,102,0.0
0,103,0.0
0,104,0.002647504210472107
0,105,0.0
0,106,0.0013596564531326294
0,107,0.24940620362758636
0,108,0.427417516708374
0,109,0.4311642646789551
0,110,0.0
0,111,0.0
0,112,0.36957067251205444
0,113,0.004728198051452637
0,114,0.004872158169746399
0,115,0.005738243460655212
0,116,0.015882745385169983
0,117,0.4173593521118164
0,118,0.35261619091033936
0,119,0.41270148754119873
0,120,0.4077848196029663
0,121,0.0
0,122,0.0
0,123,0.23456133902072906
0,124,0.015046000480651855
0,125,0.017499715089797974
0,126,0.6105902194976807
0,127,0.01953922212123871
0,128,0.3909004330635071
0,129,0.05260956287384033
0,130,0.026627376675605774
0,131,0.05493076145648956
0,132,0.24421492218971252
0,133,0.04283180832862854
0,134,0.24615047872066498
0,135,0.0
0,136,0.0
0,137,0.014993816614151001
0,138,0.40379053354263306
0,139,0.0
0,140,0.0
0,141,0.0
0,142,0.019827857613563538
0,143,0.008017569780349731
0,144,0.0
0,145,0.4050240218639374
0,146,0.4040239453315735
0,147,0.0
0,148,0.0
0,149,0.0
0,150,0.0
0,151,0.008302867412567139
0,152,0.373096764087677
0,153,0.007095649838447571
0,154,0.2515082359313965
0,155,0.2406623363494873
0,156,0.019504502415657043
0,157,0.0
0,158,0.37163445353507996
0,159,0.3493955731391907
0,160,0.011384785175323486
0,161,0.0
0,162,0.24840672314167023
0,163,0.006744205951690674
0,164,0.23861782252788544
0,165,0.4271214008331299
0,166,0.021393880248069763
0,167,0.4221290946006775
0,168,0.016807004809379578
0,169,0.23838165402412415
0,170,0.4295976161956787
0,171,0.0
0,172,0.018137142062187195
