epoch,step,is_pos,true_class_prob
0,0,0,0.056884765625
0,0,0,0.002777099609375
0,0,0,0.019287109375
0,0,0,0.00116729736328125
0,1,0,0.07275390625
0,1,0,0.048583984375
0,1,0,0.3984375
0,1,0,0.000789642333984375
0,2,0,0.032470703125
0,2,0,0.34375
0,2,0,0.08056640625
0,2,0,0.0004291534423828125
0,3,0,0.020751953125
0,3,1,0.8203125
0,3,0,0.373046875
0,3,0,0.0003147125244140625
0,4,0,0.0074462890625
0,4,0,0.0035858154296875
0,4,1,0.875
0,4,0,0.00457763671875
0,5,1,0.92578125
0,5,1,0.73046875
0,5,1,0.81640625
0,5,0,0.02587890625
0,6,0,0.00860595703125
0,6,0,0.06005859375
0,6,1,0.52734375
0,6,0,0.005889892578125
0,7,0,0.052734375
0,7,1,0.8671875
0,7,0,0.005340576171875
0,7,1,1.0
0,8,0,0.01361083984375
0,8,0,0.0693359375
0,8,1,0.92578125
0,8,0,0.001922607421875
0,9,1,0.94140625
0,9,0,0.013671875
0,9,0,0.032470703125
0,9,0,0.00070953369140625
0,10,0,0.07958984375
0,10,0,0.017578125
0,10,0,0.006744384765625
0,10,0,0.002471923828125
0,11,0,0.11328125
0,11,0,0.205078125
0,11,1,0.65234375
0,11,1,0.984375
0,12,0,0.01904296875
0,12,1,0.9296875
0,12,1,0.4921875
0,12,1,0.98046875
0,13,1,0.9765625
0,13,1,0.7890625
0,13,0,0.009033203125
0,13,0,0.00090789794921875
0,14,0,0.02099609375
0,14,0,0.3359375
0,14,0,0.0220947265625
0,14,1,0.97265625
0,15,0,0.0035400390625
0,15,0,0.00408935546875
0,15,0,0.045654296875
0,15,1,0.9921875
0,16,0,0.0159912109375
0,16,0,0.039794921875
0,16,0,0.042724609375
0,16,1,0.99609375
0,17,0,0.0120849609375
0,17,0,0.126953125
0,17,1,0.921875
0,17,0,0.00653076171875
0,18,0,0.0283203125
0,18,1,0.91796875
0,18,0,0.001251220703125
0,18,0,0.0031280517578125
0,19,0,0.005157470703125
0,19,1,0.55859375
0,19,0,0.046630859375
0,19,0,0.0040283203125
0,20,1,0.94140625
0,20,0,0.00408935546875
0,20,0,0.00616455078125
0,20,0,0.004608154296875
0,21,0,0.0007476806640625
0,21,0,0.35546875
0,21,0,0.4453125
0,21,0,0.005218505859375
0,22,0,0.02099609375
0,22,0,0.0732421875
0,22,1,0.671875
0,22,0,0.0035247802734375
0,23,0,0.01361083984375
0,23,0,0.0135498046875
0,23,0,0.00201416015625
0,23,1,0.99609375
0,24,1,0.859375
0,24,0,0.0284423828125
0,24,1,0.5625
0,24,0,0.00040435791015625
0,25,0,0.007354736328125
0,25,1,0.8359375
0,25,0,0.00848388671875
0,25,0,0.00080108642578125
0,26,0,0.0038909912109375
0,26,0,0.078125
0,26,1,0.9296875
0,26,1,0.95703125
0,27,1,0.8828125
0,27,0,0.0191650390625
0,27,1,0.5625
0,27,0,0.002166748046875
0,28,0,0.027099609375
0,28,0,0.038330078125
0,28,0,0.494140625
0,28,0,0.00579833984375
0,29,0,0.01953125
0,29,0,0.0118408203125
0,29,0,0.03564453125
0,29,1,0.99609375
0,30,0,0.01904296875
0,30,0,0.013916015625
0,30,0,0.0150146484375
0,30,0,0.0040283203125
0,31,0,0.0299072265625
0,31,0,0.036376953125
0,31,0,0.00457763671875
0,31,0,0.00020313262939453125
0,32,0,0.00830078125
0,32,0,0.0206298828125
0,32,1,0.8984375
0,32,0,0.0010223388671875
0,33,0,0.03466796875
0,33,0,0.4375
0,33,1,0.78515625
0,33,0,0.0096435546875
0,34,0,0.01080322265625
0,34,0,0.01446533203125
0,34,0,0.004364013671875
0,34,0,0.0003566741943359375
0,35,0,0.0174560546875
0,35,1,0.640625
0,35,0,0.039794921875
0,35,1,0.95703125
0,36,0,0.034423828125
0,36,0,0.037841796875
0,36,0,0.034912109375
0,36,0,0.002471923828125
0,37,0,0.06591796875
0,37,0,0.039794921875
0,37,1,0.482421875
0,37,0,0.0010223388671875
0,38,1,0.96875
0,38,0,0.05712890625
0,38,0,0.00469970703125
0,38,0,0.00054931640625
0,39,0,0.041015625
0,39,1,0.462890625
0,39,0,0.07421875
0,39,0,0.000518798828125
0,40,0,0.044921875
0,40,0,0.03173828125
0,40,1,0.55859375
0,40,0,0.0157470703125
0,41,0,0.00830078125
0,41,0,0.029052734375
0,41,0,0.006500244140625
0,41,0,0.0001583099365234375
0,42,0,0.04833984375
0,42,0,0.008056640625
0,42,0,0.177734375
0,42,0,0.00131988525390625
0,43,0,0.034912109375
0,43,1,0.765625
0,43,0,0.0595703125
0,43,0,0.0010833740234375
0,44,0,0.0296630859375
0,44,0,0.040283203125
0,44,0,0.0093994140625
0,44,1,0.96875
0,45,0,0.06396484375
0,45,0,0.03662109375
0,45,0,0.05419921875
0,45,1,0.98828125
0,46,0,0.06591796875
0,46,0,0.007476806640625
0,46,0,0.0947265625
0,46,0,0.006683349609375
0,47,0,0.006500244140625
0,47,1,0.921875
0,47,0,0.0233154296875
0,47,1,0.99609375
0,48,0,0.0252685546875
0,48,0,0.00946044921875
0,48,0,0.01544189453125
0,48,1,0.99609375
0,49,0,0.0220947265625
0,49,0,0.267578125
0,49,1,0.921875
0,49,0,0.001922607421875
0,50,0,0.0096435546875
0,50,1,0.96484375
0,50,0,0.014892578125
0,50,0,0.0927734375
0,51,1,0.9765625
0,51,0,0.057373046875
0,51,0,0.004364013671875
0,51,0,0.000705718994140625
0,52,0,0.0093994140625
0,52,0,0.0103759765625
0,52,0,0.007720947265625
0,52,0,0.026611328125
0,53,0,0.00836181640625
0,53,0,0.017578125
0,53,0,0.00872802734375
0,53,0,0.00141143798828125
0,54,0,0.0849609375
0,54,0,0.01483154296875
0,54,0,0.007293701171875
0,54,0,0.00102996826171875
0,55,0,0.045166015625
0,55,0,0.0198974609375
0,55,0,0.287109375
0,55,0,0.000244140625
0,56,0,0.0400390625
0,56,0,0.19921875
0,56,0,0.0057373046875
0,56,0,0.00116729736328125
0,57,1,0.93359375
0,57,1,0.5390625
0,57,1,0.953125
0,57,0,0.000553131103515625
0,58,1,0.984375
0,58,0,0.00933837890625
0,58,0,0.026123046875
0,58,0,0.000179290771484375
0,59,0,0.01190185546875
0,59,1,0.734375
0,59,1,0.80859375
0,59,1,0.99609375
0,60,1,0.9375
0,60,0,0.091796875
0,60,0,0.0238037109375
0,60,0,0.0035858154296875
0,61,0,0.046875
0,61,1,0.921875
0,61,0,0.0015106201171875
0,61,0,0.0014801025390625
0,62,0,0.1044921875
0,62,0,0.08056640625
0,62,0,0.0120849609375
0,62,0,0.000965118408203125
0,63,0,0.00946044921875
0,63,1,0.67578125
0,63,0,0.06494140625
0,63,1,0.98828125
0,64,0,0.1123046875
0,64,1,0.640625
0,64,0,0.0181884765625
0,64,0,0.0096435546875
0,65,1,0.9296875
0,65,0,0.0027008056640625
0,65,0,0.031005859375
0,65,0,0.0196533203125
0,66,1,0.90234375
0,66,0,0.09130859375
0,66,0,0.0189208984375
0,66,0,0.0004291534423828125
0,67,0,0.01373291015625
0,67,1,0.83203125
0,67,1,0.6328125
0,67,0,0.0010223388671875
0,68,0,0.07177734375
0,68,1,0.89453125
0,68,1,0.50390625
0,68,1,1.0
0,69,0,0.01361083984375
0,69,1,0.81640625
0,69,0,0.267578125
0,69,0,0.011962890625
0,70,0,0.02783203125
0,70,1,0.9609375
0,70,0,0.0047607421875
0,70,1,0.99609375
0,71,1,0.91015625
0,71,0,0.0791015625
0,71,0,0.283203125
0,71,0,0.0021514892578125
0,72,1,0.94921875
0,72,1,0.90234375
0,72,0,0.01507568359375
0,72,0,0.000667572021484375
0,73,1,0.96484375
0,73,0,0.00171661376953125
0,73,1,0.85546875
0,73,0,0.439453125
0,74,1,0.96875
0,74,1,0.51171875
0,74,0,0.0108642578125
0,74,0,0.04150390625
0,75,1,0.921875
0,75,0,0.38671875
0,75,0,0.01385498046875
0,75,0,0.00040435791015625
0,76,0,0.022216796875
0,76,0,0.059814453125
0,76,1,0.7109375
0,76,1,0.9375
0,77,0,0.0224609375
0,77,0,0.03515625
0,77,1,0.8984375
0,77,0,0.015380859375
0,78,0,0.0634765625
0,78,1,0.765625
0,78,1,0.66015625
0,78,0,0.00311279296875
0,79,1,0.9296875
0,79,1,0.82421875
0,79,0,0.328125
0,79,0,0.001312255859375
0,80,0,0.0155029296875
0,80,1,0.91015625
0,80,0,0.022705078125
0,80,1,0.98046875
0,81,0,0.031494140625
0,81,0,0.045654296875
0,81,0,0.0186767578125
0,81,0,0.10546875
0,82,0,0.0108642578125
0,82,0,0.40234375
0,82,1,0.484375
0,82,0,0.0035858154296875
0,83,0,0.03857421875
0,83,1,0.53515625
0,83,0,0.006866455078125
0,83,0,0.00836181640625
0,84,1,0.93359375
0,84,0,0.06396484375
0,84,0,0.005523681640625
0,84,0,0.0002956390380859375
0,85,0,0.050537109375
0,85,0,0.0089111328125
0,85,0,0.455078125
0,85,0,0.0021514892578125
0,86,1,0.96484375
0,86,0,0.01495361328125
0,86,0,0.041259765625
0,86,0,0.00102996826171875
0,87,0,0.005859375
0,87,0,0.0164794921875
0,87,0,0.006195068359375
0,87,1,0.99609375
0,88,0,0.02734375
0,88,0,0.033203125
0,88,0,0.01513671875
0,88,0,0.000335693359375
0,89,1,0.89453125
0,89,0,0.0120849609375
0,89,1,0.703125
0,89,0,0.0001316070556640625
0,90,0,0.057861328125
0,90,0,0.05224609375
0,90,0,0.34375
0,90,0,0.0010986328125
0,91,0,0.01226806640625
0,91,0,0.025634765625
0,91,0,0.0260009765625
0,91,0,0.00213623046875
0,92,0,0.0064697265625
0,92,0,0.1572265625
0,92,0,0.2109375
0,92,0,0.000804901123046875
0,93,0,0.0703125
0,93,0,0.423828125
0,93,0,0.0654296875
0,93,0,0.006683349609375
0,94,0,0.03125
0,94,0,0.07763671875
0,94,0,0.058837890625
0,94,0,0.00116729736328125
0,95,0,0.11279296875
0,95,0,0.1005859375
0,95,0,0.004302978515625
0,95,0,0.050048828125
0,96,0,0.035888671875
0,96,1,0.6015625
0,96,0,0.2294921875
0,96,0,0.002471923828125
0,97,1,0.86328125
0,97,0,0.0159912109375
0,97,0,0.003662109375
0,97,1,0.99609375
0,98,0,0.01373291015625
0,98,0,0.007537841796875
0,98,0,0.388671875
0,98,0,0.003143310546875
0,99,0,0.045654296875
